Description,Value
"[distributeJob] UPDATE_MATRIX_STATUS /",2.676188
"[distributeJob] UPDATE_MATRIX_STATUS /",1.402625
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.293000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.190000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.288000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.183000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.379000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.398000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.231000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.433000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.296000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.208000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.216500
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.207000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.395000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.293000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.541000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.506000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.230000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.195000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.372000
"Distribute job completed.",16.692000
"Distribute job completed.",86.751687
"Distribute job completed.",14.401187
"Distribute job completed.",216.783563
"Distribute job completed.",23.062813
"Distribute job completed.",65.288812
"Distribute job completed.",24.733187
"Distribute job completed.",31.706063
"Distribute job completed.",77.736375
"Distribute job completed.",18.075875
"Distribute job completed.",12.547563
"Distribute job completed.",90.101063
"Distribute job completed.",447.856750
"Distribute job completed.",16.124438
"Distribute job completed.",86.881938
"Distribute job completed.",226.538063
"Distribute job completed.",423.928563
"Distribute job completed.",40.668062
"Distribute job completed.",180.002750
"Clean buffer completed.",0.001625
"Clean buffer completed.",0.001938
"Clean buffer completed.",0.001875
"Clean buffer completed.",0.001750
"Clean buffer completed.",0.001563
"Clean buffer completed.",0.001750
"Clean buffer completed.",0.001563
"Clean buffer completed.",0.001688
"Clean buffer completed.",0.001688
"Clean buffer completed.",0.001438
"Clean buffer completed.",0.001625
"Clean buffer completed.",0.001563
"Clean buffer completed.",0.001813
"Clean buffer completed.",0.001375
"Clean buffer completed.",0.001688
"Clean buffer completed.",0.001938
"Clean buffer completed.",0.002125
"Clean buffer completed.",0.001250
"Clean buffer completed.",0.002188
"Send headers completed.",0.308688
"Send headers completed.",0.501437
"Send headers completed.",0.315750
"Send headers completed.",0.436375
"Send headers completed.",0.307437
"Send headers completed.",0.424625
"Send headers completed.",0.332313
"Send headers completed.",0.451000
"Send headers completed.",0.331375
"Send headers completed.",0.249875
"Send headers completed.",0.297500
"Send headers completed.",0.472438
"Send headers completed.",0.633938
"Send headers completed.",0.209125
"Send headers completed.",0.523813
"Send headers completed.",0.509938
"Send headers completed.",0.610875
"Send headers completed.",0.490625
"Send headers completed.",0.723125
"Open file completed.",0.023313
"Open file completed.",0.039125
"Open file completed.",0.026750
"Open file completed.",0.046188
"Open file completed.",0.020688
"Open file completed.",0.027688
"Open file completed.",0.039250
"Open file completed.",0.030250
"Open file completed.",0.028125
"Open file completed.",0.028500
"Open file completed.",0.025875
"Open file completed.",0.036313
"Open file completed.",0.043563
"Open file completed.",0.018813
"Open file completed.",0.033000
"Open file completed.",0.042437
"Open file completed.",0.050313
"Open file completed.",0.033938
"Open file completed.",0.048938
"Output file completed.",16.759812
"Output file completed.",53.386813
"Output file completed.",11.361688
"Output file completed.",20.860437
"Output file completed.",4.751875
"Output file completed.",18.379188
"Output file completed.",9.812875
"Output file completed.",46.914625
"Output file completed.",6.269000
"Output file completed.",0.715437
"Output file completed.",0.176937
"Output file completed.",37.136625
"Output file completed.",53.783375
"Output file completed.",0.780062
"Output file completed.",25.671563
"Output file completed.",30.714000
"Output file completed.",49.259313
"Output file completed.",36.639812
"Output file completed.",59.215000
"Program completed. Total",36.935250
"Program completed. Total",144.017312
"Program completed. Total",29.279250
"Program completed. Total",241.212625
"Program completed. Total",31.172312
"Program completed. Total",87.248563
"Program completed. Total",38.066563
"Program completed. Total",82.410875
"Program completed. Total",87.732812
"Program completed. Total",22.002750
"Program completed. Total",16.170188
"Program completed. Total",130.953312
"Program completed. Total",505.444938
"Program completed. Total",20.346625
"Program completed. Total",116.338437
"Program completed. Total",261.341375
"Program completed. Total",477.387375
"Program completed. Total",81.061500
"Program completed. Total",243.342188
"[distributeJob] MySQL connection established.",0.975938
"[distributeJob] MySQL connection established.",0.870687
"[distributeJob] MySQL connection established.",0.823437
"[distributeJob] MySQL connection established.",0.824812
"[distributeJob] MySQL connection established.",0.849625
"[distributeJob] MySQL connection established.",0.811938
"[distributeJob] MySQL connection established.",0.834375
"[distributeJob] MySQL connection established.",0.803875
"[distributeJob] MySQL connection established.",0.955688
"[distributeJob] MySQL connection established.",0.936062
"[distributeJob] MySQL connection established.",0.927937
"[distributeJob] MySQL connection established.",0.837812
"[distributeJob] MySQL connection established.",0.991563
"[distributeJob] MySQL connection established.",0.857000
"[distributeJob] MySQL connection established.",0.941875
"[distributeJob] MySQL connection established.",0.892875
"[distributeJob] MySQL connection established.",0.989187
"[distributeJob] MySQL connection established.",0.815250
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",3.600938
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",19.630187
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",3.718062
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",110.822812
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",2.352438
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",18.251313
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",1.810812
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",2.921563
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",42.302438
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",2.806000
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",15.964375
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",140.526250
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",3.023875
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",26.661437
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",185.810250
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",2.038875
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",6.828563
"[distributeJob] SELECT * FROM table_registry WHERE status <= :status ORDER BY id ASC FOR UPDATE /",6.837687
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.301875
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.319313
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.313563
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.347000
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.277562
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.298375
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.292937
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.255188
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.337938
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.293062
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.287563
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.333063
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.292125
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.296812
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.375437
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.265187
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.297563
"[distributeJob] SELECT * FROM `matrix` WHERE status = :status ORDER BY id ASC LIMIT 1 FOR UPDATE /",0.311187
"[distributeJob] UPDATE_MATRIX_STATUS /",0.252188
"[distributeJob] UPDATE_MATRIX_STATUS /",2.051813
"[distributeJob] UPDATE_MATRIX_STATUS /",0.248188
"[distributeJob] UPDATE_MATRIX_STATUS /",12.439000
"[distributeJob] UPDATE_MATRIX_STATUS /",0.243812
"[distributeJob] UPDATE_MATRIX_STATUS /",5.122438
"[distributeJob] UPDATE_MATRIX_STATUS /",0.273125
"[distributeJob] UPDATE_MATRIX_STATUS /",1.212125
"[distributeJob] UPDATE_MATRIX_STATUS /",4.611375
"[distributeJob] UPDATE_MATRIX_STATUS /",0.270250
"[distributeJob] UPDATE_MATRIX_STATUS /",3.177063
"[distributeJob] UPDATE_MATRIX_STATUS /",10.755625
"[distributeJob] UPDATE_MATRIX_STATUS /",0.261250
"[distributeJob] UPDATE_MATRIX_STATUS /",5.657250
"[distributeJob] UPDATE_MATRIX_STATUS /",16.988125
"[distributeJob] UPDATE_MATRIX_STATUS /",0.248438
"[distributeJob] UPDATE_MATRIX_STATUS /",2.676188
"[distributeJob] UPDATE_MATRIX_STATUS /",1.402625
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.293000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.190000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.288000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.183000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.379000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.398000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.231000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.433000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.296000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.208000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.207000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.395000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.293000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.541000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.506000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.230000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.195000
"[distributeJob] UPDATE table_registry SET status = :status WHERE table_name = :table_name /",0.372000
"Distribute job completed.",16.692000
"Distribute job completed.",86.751687
"Distribute job completed.",14.401187
"Distribute job completed.",216.783563
"Distribute job completed.",23.062813
"Distribute job completed.",65.288812
"Distribute job completed.",24.733187
"Distribute job completed.",31.706063
"Distribute job completed.",77.736375
"Distribute job completed.",18.075875
"Distribute job completed.",90.101063
"Distribute job completed.",447.856750
"Distribute job completed.",16.124438
"Distribute job completed.",86.881938
"Distribute job completed.",226.538063
"Distribute job completed.",423.928563
"Distribute job completed.",40.668062
"Distribute job completed.",180.002750
"Clean buffer completed.",0.001625
"Clean buffer completed.",0.001938
"Clean buffer completed.",0.001875
"Clean buffer completed.",0.001750
"Clean buffer completed.",0.001563
"Clean buffer completed.",0.001750
"Clean buffer completed.",0.001563
"Clean buffer completed.",0.001688
"Clean buffer completed.",0.001688
"Clean buffer completed.",0.001438
"Clean buffer completed.",0.001563
"Clean buffer completed.",0.001813
"Clean buffer completed.",0.001375
"Clean buffer completed.",0.001688
"Clean buffer completed.",0.001938
"Clean buffer completed.",0.002125
"Clean buffer completed.",0.001250
"Clean buffer completed.",0.002188
"Send headers completed.",0.308688
"Send headers completed.",0.501437
"Send headers completed.",0.315750
"Send headers completed.",0.436375
"Send headers completed.",0.307437
"Send headers completed.",0.424625
"Send headers completed.",0.332313
"Send headers completed.",0.451000
"Send headers completed.",0.331375
"Send headers completed.",0.249875
"Send headers completed.",0.472438
"Send headers completed.",0.633938
"Send headers completed.",0.209125
"Send headers completed.",0.523813
"Send headers completed.",0.509938
"Send headers completed.",0.610875
"Send headers completed.",0.490625
"Send headers completed.",0.723125
"Open file completed.",0.023313
"Open file completed.",0.039125
"Open file completed.",0.026750
"Open file completed.",0.046188
"Open file completed.",0.020688
"Open file completed.",0.027688
"Open file completed.",0.039250
"Open file completed.",0.030250
"Open file completed.",0.028125
"Open file completed.",0.028500
"Open file completed.",0.036313
"Open file completed.",0.043563
"Open file completed.",0.018813
"Open file completed.",0.033000
"Open file completed.",0.042437
"Open file completed.",0.050313
"Open file completed.",0.033938
"Open file completed.",0.048938
"Output file completed.",16.759812
"Output file completed.",53.386813
"Output file completed.",11.361688
"Output file completed.",20.860437
"Output file completed.",4.751875
"Output file completed.",18.379188
"Output file completed.",9.812875
"Output file completed.",46.914625
"Output file completed.",6.269000
"Output file completed.",0.715437
"Output file completed.",37.136625
"Output file completed.",53.783375
"Output file completed.",0.780062
"Output file completed.",25.671563
"Output file completed.",30.714000
"Output file completed.",49.259313
"Output file completed.",36.639812
"Output file completed.",59.215000
"Program completed. Total",36.935250
"Program completed. Total",144.017312
"Program completed. Total",29.279250
"Program completed. Total",241.212625
"Program completed. Total",31.172312
"Program completed. Total",87.248563
"Program completed. Total",38.066563
"Program completed. Total",82.410875
"Program completed. Total",87.732812
"Program completed. Total",22.002750
"Program completed. Total",130.953312
"Program completed. Total",505.444938
"Program completed. Total",20.346625
"Program completed. Total",116.338437
"Program completed. Total",261.341375
"Program completed. Total",477.387375
"Program completed. Total",81.061500
"Program completed. Total",243.342188
